"Nummer";"Län (lokal)";"Art";"Datum";"Vatten";"Sweref99 N (Vatten)";"Sweref99 E (Vatten)";"Lokal";"sweref99N";"sweref99E";"Metodik";"Förekomst"
17025;"Värmlands län";"Signalkräfta";"2011-09-28";"NORRA BARSJÖN";6600458;432872;"Norra barsjön";6600458;432872;"Kräftprovfiske";"Säker"
17026;"Värmlands län";"Signalkräfta";"2003-09-19";"NYSOCKENSJÖN";6620563;358343;"Nysockensjön";6620563;358343;"Uppgift saknas";"Säker"
17027;"Värmlands län";"Signalkräfta";"2015-11-19";"NÄSRÄMMEN";6654096;452601;"Näsrämmen";6654096;452601;"Uppgift saknas";"Säker"
17028;"Värmlands län";"Signalkräfta";"2009-08-26";"RACKEN";6619469;367812;"Racken";6619469;367812;"Uppgift saknas";"Säker"
17029;"Värmlands län";"Signalkräfta";"2009-12-22";"RAGVALDSTJÄRN";6646696;377765;"Ragvaldstjärn";6646536;377654;"Kräftprovfiske";"Säker"
17030;"Värmlands län";"Signalkräfta";"2009-08-26";"RINNAN";6618926;337144;"Rinnan";6618926;337144;"Uppgift saknas";"Säker"
17031;"Värmlands län";"Signalkräfta";"2007-10-05";"RINNEN";6612022;389172;"Rinnen";6612022;389172;"Uppgift saknas";"Säker"
17032;"Värmlands län";"Signalkräfta";"2007-10-05";"RINNFORSTJÄRNEN";6610594;389279;"Rinnforstjärnen";6610594;389279;"Uppgift saknas";"Uppgift saknas"
17033;"Värmlands län";"Signalkräfta";"2001-01-01";"RINNÄLVEN";6610265;339129;"Rinnälven";6610265;339129;"Uppgift saknas";"Säker"
17034;"Värmlands län";"Signalkräfta";"2011-08-28";"ROMMEN";6599646;381606;"Rommen";6599646;381606;"Uppgift saknas";"Säker"
17035;"Värmlands län";"Signalkräfta";"2009-12-22";"ROTTNEN";6632362;389174;"Rottnen";6632362;389174;"Uppgift saknas";"Uppgift saknas"
17036;"Värmlands län";"Signalkräfta";"2001-01-01";"RÅDASJÖN";6652207;421518;"Rådasjön";6652207;421518;"Uppgift saknas";"Uppgift saknas"
17037;"Värmlands län";"Signalkräfta";"2001-01-01";"RÄNKEN";6628637;349140;"Ränken";6628366;349073;"Uppgift saknas";"Uppgift saknas"
17038;"Värmlands län";"Signalkräfta";"2009-12-22";"RÖJDAN";6667462;389736;"Röjdan";6667462;389736;"Observation";"Säker"
17039;"Värmlands län";"Signalkräfta";"2001-01-01";"UPPERUDSÄLVEN";6517824;355709;"Töcksmarksselet";6600248;321630;"Uppgift saknas";"Säker"
17040;"Värmlands län";"Signalkräfta";"2010-03-09";"SANDSJÖN";6581757;378494;"Sandsjön";6581757;378494;"Uppgift saknas";"Säker"
17041;"Värmlands län";"Signalkräfta";"2008-02-25";"SANDSJÖN";6606804;329076;"Sandsjön";6606804;329076;"Uppgift saknas";"Säker"
14069;"Värmlands län";"Signalkräfta";"2017-09-21";"GÄLLÄLVEN";6659993;428030;"Nedan höljan";6661845;427447;"Elfiske";"Säker"
17111;"Värmlands län";"Signalkräfta";"2001-01-01";"ÖSTRA SKÄRJEN";6613538;461342;"Östra skärjen";6613538;461342;"Uppgift saknas";"Uppgift saknas"
17112;"Värmlands län";"Signalkräfta";"2005-09-29";"ÖSTRA ÖRTEN";6614010;426091;"Östra örten";6614010;426091;"Uppgift saknas";"Säker"
17113;"Värmlands län";"Signalkräfta";"2001-01-01";"ÖVRE FRYKEN";6638414;396147;"Övre fryken";6638414;396147;"Uppgift saknas";"Säker"
17114;"Värmlands län";"Signalkräfta";"2001-01-01";"ÖVRE HURR";6608602;314942;"Övre hurr";6608602;314942;"Uppgift saknas";"Uppgift saknas"
17127;"Värmlands län";"Signalkräfta";"2023-08-21";"BYSJÖN";6629753;352205;"Bysjön";6629753;352205;"Sjöprovfiske";"Säker"
17142;"Värmlands län";"Signalkräfta";"2023-07-19";"0-VATTEN";9999999;999999;"Fjällsäter";6614409;391611;"Observation";"Säker"
17153;"Värmlands län";"Signalkräfta";"2023-06-27";"VISMAN";6548997;450828;"Visman, bäckhammar";6561422;454174;"Observation";"Säker"
5341;"Värmlands län";"Signalkräfta";"1992-01-01";"ÖLMAN";6580090;442185;"Åhm v:a 3:1";6580090;442185;"Historik";"Finns troligen"
5342;"Värmlands län";"Signalkräfta";"1996-01-01";"ÖLMAN";6580090;442185;"Åhm v:a 3:1";6580090;442185;"Historik";"Finns troligen"
5337;"Värmlands län";"Signalkräfta";"1992-01-01";"ÖVRE FRYKEN";6638414;396147;"S:a borgeby 1:25";6638414;396147;"Historik";"Finns troligen"
5338;"Värmlands län";"Signalkräfta";"1996-01-01";"ÖVRE FRYKEN";6638414;396147;"S:a borgeby 1:25";6638414;396147;"Historik";"Finns troligen"
14038;"Värmlands län";"Signalkräfta";"2017-09-18";"VÄRÅN";6670041;389755;"Us n:a ängtjärnen";6674458;385622;"Elfiske";"Säker"
14039;"Värmlands län";"Signalkräfta";"2017-09-25";"STORFORSÄLVEN";6598858;457541;"Uppströms gångbro";6600315;459198;"Elfiske";"Säker"
13917;"Värmlands län";"Signalkräfta";"2017-09-12";NA;6575734;449825;"Stakängen";6577457;453841;"Elfiske";"Säker"
13918;"Värmlands län";"Signalkräfta";"2018-09-18";"TIMSÄLVEN";6576490;474306;"Hammarområdet";6607209;453930;"Elfiske";"Säker"
13906;"Värmlands län";"Signalkräfta";"2017-09-26";"VARNAN";6575343;448030;"Sv lagmansgatan";6576459;450553;"Elfiske";"Säker"
4381;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Bolat 9:7";6621685;391483;"Historik";"Finns troligen"
4446;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Damm vid botungen";6581660;371329;"Historik";"Finns troligen"
4447;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Damm vid botungen";6581660;371329;"Historik";"Finns troligen"
4406;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Nolby 1:12";6580576;430314;"Historik";"Finns troligen"
4407;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Nolby 1:12";6580576;430314;"Historik";"Finns troligen"
4400;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Damm rottneros";6630571;394724;"Historik";"Finns troligen"
4401;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Damm rottneros";6630571;394724;"Historik";"Finns troligen"
4409;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Damm vid  vänern";6581889;410807;"Historik";"Finns troligen"
4410;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Damm vid  vänern";6581889;410807;"Historik";"Finns troligen"
4420;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Damm apungen";6622115;393907;"Historik";"Finns troligen"
4421;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Damm apungen";6622115;393907;"Historik";"Finns troligen"
4417;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Mossen 3:1";6553583;450632;"Historik";"Finns troligen"
4418;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Mossen 3:1";6553583;450632;"Historik";"Finns troligen"
4329;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Borgvik";6579846;386544;"Historik";"Finns troligen"
4330;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Borgvik";6579846;386544;"Historik";"Finns troligen"
4341;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Vegerbol";6586189;382139;"Historik";"Finns troligen"
4342;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Vegerbol";6586189;382139;"Historik";"Finns troligen"
4320;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Medhamn 1:27";6552508;440250;"Historik";"Finns troligen"
4321;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Medhamn 1:27";6552508;440250;"Historik";"Finns troligen"
4308;"Värmlands län";"Signalkräfta";"1996-01-01";"0-VATTEN";9999999;999999;"Damm kåfflatorp 3:4";6606533;450801;"Historik";"Säker"
4309;"Värmlands län";"Signalkräfta";"1992-01-01";"0-VATTEN";9999999;999999;"Damm kåfflatorp 3:4";6606533;450801;"Historik";"Säker"
4174;"Värmlands län";"Signalkräfta";"2008-02-20";"0-VATTEN";9999999;999999;"Lemundtjärnarnarna";6658937;420946;"Fångstdata";"Säker"
4175;"Värmlands län";"Signalkräfta";"2008-02-15";"0-VATTEN";9999999;999999;"Högsäterälven";6643572;331372;"Uppskattning";"Säker"
4176;"Värmlands län";"Signalkräfta";"2008-02-20";"ÅSJÖÄLVEN";6593972;461839;"Åsjöälven";6595496;462220;"Fångstdata";"Säker"
4177;"Värmlands län";"Signalkräfta";"2008-02-18";"BJURSJÖN";6640989;462277;"Bjursjön";6639094;462793;"Uppskattning";"Uppgift saknas"
4178;"Värmlands län";"Signalkräfta";"2008-02-20";"SVARTSÅNGEN";6613614;465089;"Svartsången";6613614;465089;"Uppskattning";"Säker"
4179;"Värmlands län";"Signalkräfta";"2008-02-20";"STOR-EMSEN";6602955;389042;"Stor-emsen";6602955;389042;"Fångstdata";"Säker"
4180;"Värmlands län";"Signalkräfta";"2008-02-20";"MÖGREVEN";6642193;462682;"Mögreven";6642924;461597;"Fångstdata";"Säker"
4181;"Värmlands län";"Signalkräfta";"2008-02-20";"MJÖGAN";6649115;361324;"Mjögan";6653352;358854;"Fångstdata";"Säker"
4182;"Värmlands län";"Signalkräfta";"2008-02-20";"MANGEN";6620687;379261;"Mangen";6620687;379261;"Fångstdata";"Säker"
4183;"Värmlands län";"Signalkräfta";"2008-02-20";"LÅNGSJÖN";6605936;464213;"Långsjön";6605135;464399;"Uppskattning";"Finns troligen"
4184;"Värmlands län";"Signalkräfta";"2008-02-20";"LÅNGBAN";6629839;461933;"Långban";6632778;459408;"Uppskattning";"Finns troligen"
4185;"Värmlands län";"Signalkräfta";"2008-02-18";"HAGÄLVEN";6655156;426449;"Hagälven";6655156;426449;"Uppskattning";"Säker"
4186;"Värmlands län";"Signalkräfta";"2008-02-18";"BÄSSBOLSTJÄRNEN";6608769;389591;"Bässbolstjärnen";6608771;389793;"Fångstdata";"Finns troligen"
4187;"Värmlands län";"Signalkräfta";"2006-01-01";"SANDSJÖN";6606804;329076;"Sandsjön";6606804;329076;"Fångstdata";"Säker"
4188;"Värmlands län";"Signalkräfta";"2005-01-01";"ÖVRE FRYKEN";6638414;396147;"Övre fryken";6638414;396147;"Uppskattning";"Finns troligen"
4189;"Värmlands län";"Signalkräfta";"2005-01-01";"ROTTNEN";6632362;389174;"Utloppet";6632362;389174;"Uppskattning";"Finns troligen"
4190;"Värmlands län";"Signalkräfta";"2002-12-20";"0-VATTEN";9999999;999999;"Kastjärnsbäcken";6571024;324962;"Enkät";"Uppgift saknas"
4191;"Värmlands län";"Signalkräfta";"2002-12-20";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven";6615740;381750;"Enkät";"Säker"
4192;"Värmlands län";"Signalkräfta";"2002-12-20";"VARGSJÖN";6580580;367144;"Vargsjön";6580580;367144;"Enkät";"Saknas troligen"
16849;"Värmlands län";"Signalkräfta";"2021-09-29";"MJÖGAN";6649115;361324;"Mjögan, parkeringsplats";6654406;358670;"Elfiske";"Säker"
16642;"Värmlands län";"Signalkräfta";"2020-09-22";"VARNAN";6575343;448030;"Varnan, ovan vägtrumman";6582983;450886;"Elfiske";"Säker"
16643;"Värmlands län";"Signalkräfta";"2020-09-23";"ÅSJÖÄLVEN";6593972;461839;"Åsjöhyttetorp n";6595496;462220;"Elfiske";"Säker"
16724;"Värmlands län";"Signalkräfta";"2021-08-04";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, fångnäs";6617736;381556;"Elfiske";"Säker"
16725;"Värmlands län";"Signalkräfta";"2021-08-05";"SLOBYÄLVEN";6624312;377308;"Tomten";6628029;375603;"Elfiske";"Säker"
16726;"Värmlands län";"Signalkräfta";"2021-09-22";"SLOBYÄLVEN";6624312;377308;"Slobyälven 2";6628323;375452;"Elfiske";"Säker"
16727;"Värmlands län";"Signalkräfta";"2021-09-22";"SLOBYÄLVEN";6624312;377308;"Slobyälven 1";6628520;375436;"Elfiske";"Säker"
16741;"Värmlands län";"Signalkräfta";"2021-08-11";"LYSAN";6655371;395741;"Lysan, ransby";6655749;396075;"Elfiske";"Säker"
16742;"Värmlands län";"Signalkräfta";"2021-09-07";"LYSAN";6655371;395741;"Lysan, lysvik";6655622;395817;"Elfiske";"Säker"
16764;"Värmlands län";"Signalkräfta";"2021-08-19";"GÄLLÄLVEN";6659993;428030;"Gällälven, nedan höljan";6661845;427447;"Elfiske";"Säker"
16722;"Värmlands län";"Signalkräfta";"2021-08-03";NA;6575734;449825;"Vilångsbäcken, stakängen";6577457;453841;"Elfiske";"Säker"
16856;"Värmlands län";"Signalkräfta";"2001-01-01";"ABBORRTJÄRNEN";6619485;454712;"Abborrtjärnen";6619354;454527;"Uppgift saknas";"Säker"
16857;"Värmlands län";"Signalkräfta";"2014-09-15";"ACKSJÖN";6611137;429884;"Acksjön";6642186;355401;"Uppgift saknas";"Uppgift saknas"
16858;"Värmlands län";"Signalkräfta";"2012-11-29";"ACKSJÖN";6666658;422071;"Acksjön";6666658;422071;"Kräftprovfiske";"Säker"
16859;"Värmlands län";"Signalkräfta";"2012-11-29";"ACKSJÖÄLVEN";6665253;420019;"Acksjöälven";6665253;420019;"Kräftprovfiske";"Säker"
16860;"Värmlands län";"Signalkräfta";"2020-03-03";"ALKVETTERN";6585221;467253;"Alkvettern";6583624;464673;"Uppgift saknas";"Säker"
16861;"Värmlands län";"Signalkräfta";"2017-12-01";"0-VATTEN";9999999;999999;"Backatjärn";6637001;398283;"Uppgift saknas";"Säker"
16862;"Värmlands län";"Signalkräfta";"2018-02-20";"0-VATTEN";9999999;999999;"Buskesälven";6639652;428817;"Kräftprovfiske";"Säker"
16863;"Värmlands län";"Signalkräfta";"2009-12-22";"0-VATTEN";9999999;999999;"Bäck från mellsjötjärnet till gapern";6597055;426746;"Uppgift saknas";"Uppgift saknas"
16864;"Värmlands län";"Signalkräfta";"2008-02-21";"0-VATTEN";9999999;999999;"Frövettern";6585064;460868;"Uppgift saknas";"Säker"
16865;"Värmlands län";"Signalkräfta";"2001-01-01";"0-VATTEN";9999999;999999;"Fårnäsälven";6595616;330351;"Uppgift saknas";"Säker"
16866;"Värmlands län";"Signalkräfta";"2005-09-30";"0-VATTEN";9999999;999999;"Humsjöbäcken";6633723;378593;"Uppgift saknas";"Uppgift saknas"
16867;"Värmlands län";"Signalkräfta";"2011-09-30";"0-VATTEN";9999999;999999;"Högsätersälven";6642953;331341;"Uppgift saknas";"Säker"
16868;"Värmlands län";"Signalkräfta";"2019-01-15";"0-VATTEN";9999999;999999;"Igeltjärn";6665980;407116;"Kräftprovfiske";"Säker"
16869;"Värmlands län";"Signalkräfta";"2001-01-01";"0-VATTEN";9999999;999999;"Jösseälven";6617395;357562;"Uppgift saknas";"Uppgift saknas"
16870;"Värmlands län";"Signalkräfta";"2008-02-21";"0-VATTEN";9999999;999999;"Kastjärnsbäcken";6571024;324962;"Uppgift saknas";"Säker"
16871;"Värmlands län";"Signalkräfta";"2012-11-29";"0-VATTEN";9999999;999999;"Kroppkärrsjön";6584265;418015;"Kräftprovfiske";"Tomt"
16872;"Värmlands län";"Signalkräfta";"2008-02-21";"0-VATTEN";9999999;999999;"Kväggen";6584181;459566;"Uppgift saknas";"Säker"
16873;"Värmlands län";"Signalkräfta";"2012-11-29";"0-VATTEN";9999999;999999;"Lambergstjärn";6582845;416273;"Kräftprovfiske";"Tomt"
16874;"Värmlands län";"Signalkräfta";"2005-09-28";"0-VATTEN";9999999;999999;"Lemundtjärnarnarna";6658937;420946;"Kräftprovfiske";"Säker"
16875;"Värmlands län";"Signalkräfta";"2016-10-01";"0-VATTEN";9999999;999999;"Liljendalsälven";6666108;449116;"Uppgift saknas";"Säker"
16876;"Värmlands län";"Signalkräfta";"2014-09-15";"0-VATTEN";9999999;999999;"Lillälven";6573324;367435;"Uppgift saknas";"Säker"
16877;"Värmlands län";"Signalkräfta";"2004-08-16";"0-VATTEN";9999999;999999;"Marrackälven";6614845;463575;"Uppgift saknas";"Uppgift saknas"
16878;"Värmlands län";"Signalkräfta";"2016-11-01";"0-VATTEN";9999999;999999;"Niklasdammasälven";6583371;450692;"Uppgift saknas";"Säker"
16879;"Värmlands län";"Signalkräfta";"2001-01-01";"0-VATTEN";9999999;999999;"Noreälven";6628864;348917;"Uppgift saknas";"Finns troligen"
16880;"Värmlands län";"Signalkräfta";"2001-01-01";"0-VATTEN";9999999;999999;"Nästjärnet";6594814;379297;"Uppgift saknas";"Säker"
16881;"Värmlands län";"Signalkräfta";"2010-11-02";"0-VATTEN";9999999;999999;"Näsälven";6612292;427011;"Observation";"Säker"
872;"Värmlands län";"Signalkräfta";"2013-08-13";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, fångnäs";6617737;381556;"Elfiske";"Säker"
873;"Värmlands län";"Signalkräfta";"2009-09-17";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, fångnäs";6617737;381556;"Elfiske";"Säker"
874;"Värmlands län";"Signalkräfta";"2015-10-01";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, fångnäs";6617737;381556;"Elfiske";"Säker"
875;"Värmlands län";"Signalkräfta";"2014-09-03";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, ovan bro";6617699;381594;"Elfiske";"Säker"
876;"Värmlands län";"Signalkräfta";"2012-09-22";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, öppnad sidofåra";6617577;381578;"Elfiske";"Säker"
877;"Värmlands län";"Signalkräfta";"2010-09-15";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, öppnad sidofåra";6617577;381578;"Elfiske";"Säker"
878;"Värmlands län";"Signalkräfta";"2010-09-15";"SLORUDSÄLVEN";6615740;381750;"Mangsälven, ovan gångbro";6620493;380573;"Elfiske";"Säker"
879;"Värmlands län";"Signalkräfta";"2008-09-09";"SLORUDSÄLVEN";6615740;381750;"Mangsälven, ovan gångbro";6620493;380573;"Elfiske";"Säker"
880;"Värmlands län";"Signalkräfta";"2006-09-04";"SLORUDSÄLVEN";6615740;381750;"Mangsälven, ovan gångbro";6620493;380573;"Elfiske";"Säker"
881;"Värmlands län";"Signalkräfta";"2012-09-23";"SLORUDSÄLVEN";6615740;381750;"Mangsälven, ovan gångbro";6620493;380573;"Elfiske";"Säker"
882;"Värmlands län";"Signalkräfta";"2012-09-23";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, gullbysågen";6618476;381547;"Elfiske";"Säker"
883;"Värmlands län";"Signalkräfta";"2012-09-22";"SLORUDSÄLVEN";6615740;381750;"Slorudsälven, mjölnarstugan";6617537;381578;"Elfiske";"Säker"
16839;"Värmlands län";"Signalkräfta";"2021-09-20";"HÄTTÄLVEN";6606722;461394;"Bäck från st hättsjön, ns fallet";6604526;465323;"Elfiske";"Säker"
16840;"Värmlands län";"Signalkräfta";"2021-09-20";"SVARTÅN";6644141;425674;"Forshyttan";6624891;438428;"Elfiske";"Säker"
13568;"Värmlands län";"Signalkräfta";"2017-09-21";"STAMPBÄCKEN";6616318;454820;"S. 4 ns hyttan";6616993;455321;"Elfiske";"Säker"
13565;"Värmlands län";"Signalkräfta";"2017-09-21";"ERIKSDALSÄLVEN";6656354;459131;"Nedströms träbron";6667144;448575;"Elfiske";"Säker"
16580;"Värmlands län";"Signalkräfta";"2020-09-15";"BAKÄLVEN";6620012;381248;"Bakälven, klykan";6620025;381221;"Elfiske";"Säker"
16581;"Värmlands län";"Signalkräfta";"2020-09-15";"BAKÄLVEN";6620012;381248;"Bakälven, nedstr.nyafåran";6622027;381345;"Elfiske";"Säker"
16582;"Värmlands län";"Signalkräfta";"2021-09-01";"BAKÄLVEN";6620012;381248;"Norra bakälven 2";6624923;380715;"Elfiske";"Säker"
16583;"Värmlands län";"Signalkräfta";"2021-09-21";"BAKÄLVEN";6620012;381248;"Norra bakälven, stn 1";6624584;380853;"Elfiske";"Säker"
16584;"Värmlands län";"Signalkräfta";"2021-09-23";"BAKÄLVEN";6620012;381248;"Norra bakälven 3";6625034;380721;"Elfiske";"Säker"
16585;"Värmlands län";"Signalkräfta";"2021-09-23";"BAKÄLVEN";6620012;381248;"Norra bakälven 4";6625178;380678;"Elfiske";"Säker"
16590;"Värmlands län";"Signalkräfta";"2020-09-16";"VIKARÄLVEN";6614708;365121;"Vikarälven, kvarnen";6618836;367611;"Elfiske";"Säker"
16620;"Värmlands län";"Signalkräfta";"2020-09-18";"FÅRNÅSÄLVEN";6590214;329088;"Kroksälven, kroken";6605633;328960;"Elfiske";"Säker"
16621;"Värmlands län";"Signalkräfta";"2020-09-21";"FÅRNÅSÄLVEN";6590214;329088;"Holmerudsälven, nedstr bron";6591097;329436;"Elfiske";"Säker"
10409;"Värmlands län";"Signalkräfta";"2011-07-26";"VÄNERN";6472574;346218;"Station gatviken och getebolsviken";6550226;375457;"Sjöprovfiske";"Säker"
13392;"Värmlands län";"Signalkräfta";"2012-08-30";"ACKSJÖÄLVEN";6665253;420019;"Acksjöälven";6665253;420019;"Kräftprovfiske (kdb)";"Uppgift saknas"
13393;"Värmlands län";"Signalkräfta";"2012-08-30";"SKACKSJÖN";6623074;404580;"Skacksjön";6623074;404580;"Kräftprovfiske (kdb)";"Uppgift saknas"
3938;"Värmlands län";"Signalkräfta";"2001-01-01";"VÄNERN";6472574;346218;"Hammarö";6569799;415352;"Uppskattning";"Finns troligen"
13328;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 1";6638483;417497;"Kräftprovfiske (kdb)";"Uppgift saknas"
13329;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 2";6638469;417474;"Kräftprovfiske (kdb)";"Uppgift saknas"
13330;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 3";6638456;417467;"Kräftprovfiske (kdb)";"Uppgift saknas"
13331;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 4";6638426;417451;"Kräftprovfiske (kdb)";"Uppgift saknas"
13332;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 5";6639710;415430;"Kräftprovfiske (kdb)";"Uppgift saknas"
13333;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 6";6639696;415361;"Kräftprovfiske (kdb)";"Uppgift saknas"
13334;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 7";6639753;415413;"Kräftprovfiske (kdb)";"Uppgift saknas"
13335;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 8";6639804;415398;"Kräftprovfiske (kdb)";"Uppgift saknas"
13336;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 9";6639597;414659;"Kräftprovfiske (kdb)";"Uppgift saknas"
13337;"Värmlands län";"Signalkräfta";"2013-09-05";"ENÅN";6638494;417477;"Enån 10";6639630;414655;"Kräftprovfiske (kdb)";"Uppgift saknas"
13340;"Värmlands län";"Signalkräfta";"2015-09-02";"VÄSTRA HINNSJÖN";6665331;408413;"Västra hinnsjön";6665331;408413;"Kräftprovfiske (kdb)";"Uppgift saknas"
13214;"Värmlands län";"Signalkräfta";"2011-09-15";"STORA LE";6580544;320420;"Stora le";6580544;320420;"Kräftprovfiske (kdb)";"Uppgift saknas"
