Repr_Calle;species;longitude;latitude
0;Margaritifera0;13.0376358500;57.6036184935
0;Margaritifera0;12.4472205600;57.5924115086
0;Margaritifera0;12.7027386800;57.7827347271
0;Margaritifera0;12.0852691000;57.9766595254
0;Margaritifera0;12.2038823900;57.9606227906
0;Margaritifera0;12.2615813200;57.9806702748
0;Margaritifera0;11.8748377900;58.0187734805
0;Margaritifera0;11.8817792700;58.0203639608
0;Margaritifera0;12.1131942400;58.3574328461
0;Margaritifera0;11.3488973800;58.8706709733
0;Margaritifera0;12.4429173900;58.9613622044
0;Margaritifera0;11.2426544600;58.9718132698
0;Margaritifera0;11.5379083100;58.8835100566
0;Margaritifera0;15.0114626000;59.3425569635
0;Margaritifera0;15.4437032300;60.1920918267
0;Margaritifera0;14.7610641000;60.2415454513
0;Margaritifera0;14.4876226500;60.5722813115
0;Margaritifera0;15.7899935100;60.8850941586
0;Margaritifera0;14.1639745200;61.0684162350
0;Margaritifera0;13.0493935500;61.3564602270
0;Margaritifera0;17.1419292200;62.1572867863
0;Margaritifera0;15.9576909700;62.4678867095
0;Margaritifera0;17.7636833900;62.5823580497
0;Margaritifera0;17.8457159400;62.6367977040
0;Margaritifera0;17.7931681400;62.6652324147
0;Margaritifera0;17.8420217200;62.8353937187
0;Margaritifera0;17.6895138700;63.1356024833
0;Margaritifera0;17.8650630000;63.1141921599
0;Margaritifera0;18.2870133500;63.0772096804
0;Margaritifera0;17.3493000800;63.1309680250
0;Margaritifera0;18.6886254900;63.4846149383
0;Margaritifera0;18.2468342700;63.3686745897
0;Margaritifera0;19.1684456700;63.3659453806
0;Margaritifera0;18.2794554700;63.4037280093
0;Margaritifera0;18.5244981200;63.4103144342
0;Margaritifera0;16.8662773000;63.4890388638
0;Margaritifera0;18.7947583900;63.4732292753
0;Margaritifera0;17.5848149700;63.5559774088
0;Margaritifera0;17.8525907000;64.7862341827
0;Margaritifera0;16.5349391000;65.9376812572
0;Margaritifera0;20.4119246800;65.2298441487
0;Margaritifera0;17.8747954200;64.1418190826
0;Margaritifera0;20.3522445600;65.2670599559
0;Margaritifera0;15.8530559100;57.2367709195
0;Margaritifera0;12.7399489600;57.9709083671
